PO number,GRN No.,Item number,Item Description,UoM,Qnty received,Supplier code,Received Location
PO-99554,GRN100120652,ITM-004,Silicone Sealant,TUB,582,SUP-1030,Philippines/Manila
PO-99555,GRN100120653,ITM-005,Logic Chip,PCS,846,SUP-1030,Taiwan/Taipei
PO-99556,GRN100120654,ITM-001,High Precision Resistor,PCS,893,SUP-1031,Philippines/Manila
PO-99557,GRN100120655,ITM-002,Thermal Paste,TUB,824,SUP-1031,Taiwan/Taipei
PO-99558,GRN100120656,ITM-003,Capacitor 100uF,PCS,895,SUP-1031,Taiwan/Taipei
PO-99559,GRN100120657,ITM-004,Silicone Sealant,TUB,1451,SUP-1031,Philippines/Manila
PO-99560,GRN100120658,ITM-005,Logic Chip,PCS,1129,SUP-1031,US/New York
PO-99561,GRN100120659,ITM-001,High Precision Resistor,PCS,1684,SUP-1032,Philippines/Manila
PO-99562,GRN100120660,ITM-002,Thermal Paste,TUB,744,SUP-1032,Taiwan/Taipei
PO-99563,GRN100120661,ITM-003,Capacitor 100uF,PCS,528,SUP-1032,US/New York
PO-99564,GRN100120662,ITM-004,Silicone Sealant,TUB,968,SUP-1032,Taiwan/Taipei
PO-99565,GRN100120663,ITM-005,Logic Chip,PCS,611,SUP-1032,Philippines/Manila
PO-99566,GRN100120664,ITM-001,High Precision Resistor,PCS,1727,SUP-1033,Taiwan/Taipei
PO-99567,GRN100120665,ITM-002,Thermal Paste,TUB,716,SUP-1033,US/New York
PO-99568,GRN100120666,ITM-003,Capacitor 100uF,PCS,1909,SUP-1033,US/New York
PO-99569,GRN100120667,ITM-004,Silicone Sealant,TUB,1030,SUP-1033,US/New York
PO-99570,GRN100120668,ITM-005,Logic Chip,PCS,1742,SUP-1033,Taiwan/Taipei
PO-99571,GRN100120669,ITM-001,High Precision Resistor,PCS,821,SUP-1034,US/New York
PO-99572,GRN100120670,ITM-002,Thermal Paste,TUB,1746,SUP-1034,US/New York
PO-99573,GRN100120671,ITM-003,Capacitor 100uF,PCS,1792,SUP-1034,US/New York
PO-99574,GRN100120672,ITM-004,Silicone Sealant,TUB,1119,SUP-1034,US/New York
PO-99575,GRN100120673,ITM-005,Logic Chip,PCS,623,SUP-1034,Philippines/Manila
PO-99576,GRN100120674,ITM-001,High Precision Resistor,PCS,770,SUP-1035,Taiwan/Taipei
PO-99577,GRN100120675,ITM-002,Thermal Paste,TUB,1685,SUP-1035,Philippines/Manila
PO-99578,GRN100120676,ITM-003,Capacitor 100uF,PCS,918,SUP-1035,Philippines/Manila
PO-99579,GRN100120677,ITM-004,Silicone Sealant,TUB,1872,SUP-1035,Taiwan/Taipei
PO-99580,GRN100120678,ITM-005,Logic Chip,PCS,1091,SUP-1035,Philippines/Manila
PO-99581,GRN100120679,ITM-001,High Precision Resistor,PCS,1479,SUP-1036,Taiwan/Taipei
PO-99582,GRN100120680,ITM-002,Thermal Paste,TUB,1867,SUP-1036,Taiwan/Taipei
PO-99583,GRN100120681,ITM-003,Capacitor 100uF,PCS,1687,SUP-1036,Philippines/Manila
PO-99584,GRN100120682,ITM-004,Silicone Sealant,TUB,1410,SUP-1036,US/New York
PO-99585,GRN100120683,ITM-005,Logic Chip,PCS,1409,SUP-1036,US/New York
PO-99586,GRN100120684,ITM-001,High Precision Resistor,PCS,1423,SUP-1037,Taiwan/Taipei
PO-99587,GRN100120685,ITM-002,Thermal Paste,TUB,1874,SUP-1037,US/New York
PO-99588,GRN100120686,ITM-003,Capacitor 100uF,PCS,1535,SUP-1037,Taiwan/Taipei
PO-99589,GRN100120687,ITM-004,Silicone Sealant,TUB,680,SUP-1037,US/New York
PO-99590,GRN100120688,ITM-005,Logic Chip,PCS,737,SUP-1037,Taiwan/Taipei
PO-99591,GRN100120689,ITM-001,High Precision Resistor,PCS,1616,SUP-1038,Taiwan/Taipei
PO-99592,GRN100120690,ITM-002,Thermal Paste,TUB,1666,SUP-1038,Taiwan/Taipei
PO-99593,GRN100120691,ITM-003,Capacitor 100uF,PCS,1163,SUP-1038,Philippines/Manila
PO-99594,GRN100120692,ITM-004,Silicone Sealant,TUB,946,SUP-1038,Taiwan/Taipei
PO-99595,GRN100120693,ITM-005,Logic Chip,PCS,1053,SUP-1038,US/New York
PO-99596,GRN100120694,ITM-001,High Precision Resistor,PCS,1842,SUP-1039,Philippines/Manila
PO-99597,GRN100120695,ITM-002,Thermal Paste,TUB,1722,SUP-1039,US/New York
PO-99598,GRN100120696,ITM-003,Capacitor 100uF,PCS,1532,SUP-1039,Philippines/Manila
PO-99599,GRN100120697,ITM-004,Silicone Sealant,TUB,1812,SUP-1039,Philippines/Manila
PO-99600,GRN100120698,ITM-005,Logic Chip,PCS,1404,SUP-1039,Philippines/Manila
PO-99601,GRN100120699,ITM-001,High Precision Resistor,PCS,1462,SUP-1040,US/New York
PO-99602,GRN100120700,ITM-002,Thermal Paste,TUB,1369,SUP-1040,Taiwan/Taipei
PO-99603,GRN100120701,ITM-003,Capacitor 100uF,PCS,1373,SUP-1040,Philippines/Manila
PO-99604,GRN100120702,ITM-004,Silicone Sealant,TUB,783,SUP-1040,Philippines/Manila
PO-99605,GRN100120703,ITM-005,Logic Chip,PCS,1016,SUP-1040,US/New York
PO-99606,GRN100120704,ITM-001,High Precision Resistor,PCS,854,SUP-1041,US/New York
PO-99607,GRN100120705,ITM-002,Thermal Paste,TUB,548,SUP-1041,Taiwan/Taipei
PO-99608,GRN100120706,ITM-003,Capacitor 100uF,PCS,1226,SUP-1041,Philippines/Manila
PO-99609,GRN100120707,ITM-004,Silicone Sealant,TUB,1925,SUP-1041,Taiwan/Taipei
PO-99610,GRN100120708,ITM-005,Logic Chip,PCS,1501,SUP-1041,Philippines/Manila
PO-99611,GRN100120709,ITM-001,High Precision Resistor,PCS,1320,SUP-1042,US/New York
PO-99612,GRN100120710,ITM-002,Thermal Paste,TUB,1712,SUP-1042,Philippines/Manila
PO-99613,GRN100120711,ITM-003,Capacitor 100uF,PCS,1293,SUP-1042,US/New York
PO-99614,GRN100120712,ITM-004,Silicone Sealant,TUB,634,SUP-1042,Taiwan/Taipei
PO-99615,GRN100120713,ITM-005,Logic Chip,PCS,1736,SUP-1042,US/New York
PO-99616,GRN100120714,ITM-001,High Precision Resistor,PCS,492,SUP-1043,Taiwan/Taipei
PO-99617,GRN100120715,ITM-002,Thermal Paste,TUB,1124,SUP-1043,Philippines/Manila
PO-99618,GRN100120716,ITM-003,Capacitor 100uF,PCS,1277,SUP-1043,Taiwan/Taipei
PO-99619,GRN100120717,ITM-004,Silicone Sealant,TUB,1297,SUP-1043,US/New York
PO-99620,GRN100120718,ITM-005,Logic Chip,PCS,785,SUP-1043,US/New York
PO-99621,GRN100120719,ITM-001,High Precision Resistor,PCS,1595,SUP-1044,Taiwan/Taipei
PO-99622,GRN100120720,ITM-002,Thermal Paste,TUB,1321,SUP-1044,US/New York
PO-99623,GRN100120721,ITM-003,Capacitor 100uF,PCS,934,SUP-1044,US/New York
PO-99624,GRN100120722,ITM-004,Silicone Sealant,TUB,1247,SUP-1044,Philippines/Manila
PO-99625,GRN100120723,ITM-005,Logic Chip,PCS,741,SUP-1044,Taiwan/Taipei
PO-99626,GRN100120724,ITM-001,High Precision Resistor,PCS,1805,SUP-1045,Philippines/Manila
PO-99627,GRN100120725,ITM-002,Thermal Paste,TUB,1164,SUP-1045,US/New York
PO-99628,GRN100120726,ITM-003,Capacitor 100uF,PCS,1478,SUP-1045,US/New York
PO-99629,GRN100120727,ITM-004,Silicone Sealant,TUB,882,SUP-1045,Philippines/Manila
PO-99630,GRN100120728,ITM-005,Logic Chip,PCS,1524,SUP-1045,Philippines/Manila
PO-99631,GRN100120729,ITM-001,High Precision Resistor,PCS,1320,SUP-1046,US/New York
PO-99632,GRN100120730,ITM-002,Thermal Paste,TUB,1439,SUP-1046,US/New York
PO-99633,GRN100120731,ITM-003,Capacitor 100uF,PCS,580,SUP-1046,US/New York
PO-99634,GRN100120732,ITM-004,Silicone Sealant,TUB,881,SUP-1046,Taiwan/Taipei
PO-99635,GRN100120733,ITM-005,Logic Chip,PCS,639,SUP-1046,Taiwan/Taipei
PO-99636,GRN100120734,ITM-001,High Precision Resistor,PCS,1225,SUP-1047,Taiwan/Taipei
PO-99637,GRN100120735,ITM-002,Thermal Paste,TUB,527,SUP-1047,Taiwan/Taipei
PO-99638,GRN100120736,ITM-003,Capacitor 100uF,PCS,1666,SUP-1047,US/New York
PO-99639,GRN100120737,ITM-004,Silicone Sealant,TUB,1459,SUP-1047,Philippines/Manila
PO-99640,GRN100120738,ITM-005,Logic Chip,PCS,524,SUP-1047,US/New York
PO-99641,GRN100120739,ITM-001,High Precision Resistor,PCS,1372,SUP-1048,US/New York
PO-99642,GRN100120740,ITM-002,Thermal Paste,TUB,1377,SUP-1048,Taiwan/Taipei
PO-99643,GRN100120741,ITM-003,Capacitor 100uF,PCS,1351,SUP-1048,Taiwan/Taipei
PO-99644,GRN100120742,ITM-004,Silicone Sealant,TUB,822,SUP-1048,Philippines/Manila
PO-99645,GRN100120743,ITM-005,Logic Chip,PCS,1078,SUP-1048,US/New York
PO-99646,GRN100120744,ITM-001,High Precision Resistor,PCS,1623,SUP-1049,Taiwan/Taipei
PO-99647,GRN100120745,ITM-002,Thermal Paste,TUB,1318,SUP-1049,US/New York
PO-99648,GRN100120746,ITM-003,Capacitor 100uF,PCS,800,SUP-1049,US/New York
PO-99649,GRN100120747,ITM-004,Silicone Sealant,TUB,1467,SUP-1049,Taiwan/Taipei
PO-99650,GRN100120748,ITM-005,Logic Chip,PCS,871,SUP-1049,US/New York
PO-99651,GRN100120749,ITM-001,High Precision Resistor,PCS,1426,SUP-1050,US/New York
PO-99652,GRN100120750,ITM-002,Thermal Paste,TUB,479,SUP-1050,Taiwan/Taipei
PO-99653,GRN100120751,ITM-003,Capacitor 100uF,PCS,1833,SUP-1050,Philippines/Manila
PO-99654,GRN100120752,ITM-004,Silicone Sealant,TUB,619,SUP-1050,US/New York
PO-99655,GRN100120753,ITM-005,Logic Chip,PCS,1156,SUP-1050,Taiwan/Taipei
PO-99656,GRN100120754,ITM-001,High Precision Resistor,PCS,1796,SUP-1001,US/New York
PO-99657,GRN100120755,ITM-002,Thermal Paste,TUB,686,SUP-1001,US/New York
PO-99658,GRN100120756,ITM-003,Capacitor 100uF,PCS,677,SUP-1001,US/New York
PO-99659,GRN100120757,ITM-004,Silicone Sealant,TUB,870,SUP-1001,Philippines/Manila
PO-99660,GRN100120758,ITM-005,Logic Chip,PCS,508,SUP-1001,Philippines/Manila
PO-99661,GRN100120759,ITM-001,High Precision Resistor,PCS,1068,SUP-1002,Taiwan/Taipei
PO-99662,GRN100120760,ITM-002,Thermal Paste,TUB,1516,SUP-1002,US/New York
PO-99663,GRN100120761,ITM-003,Capacitor 100uF,PCS,1451,SUP-1002,US/New York
PO-99664,GRN100120762,ITM-004,Silicone Sealant,TUB,631,SUP-1002,US/New York
PO-99665,GRN100120763,ITM-005,Logic Chip,PCS,1300,SUP-1002,Taiwan/Taipei
PO-99666,GRN100120764,ITM-001,High Precision Resistor,PCS,1281,SUP-1003,Philippines/Manila
PO-99667,GRN100120765,ITM-002,Thermal Paste,TUB,1126,SUP-1003,Taiwan/Taipei
PO-99668,GRN100120766,ITM-003,Capacitor 100uF,PCS,1633,SUP-1003,Philippines/Manila
PO-99669,GRN100120767,ITM-004,Silicone Sealant,TUB,1218,SUP-1003,US/New York
PO-99670,GRN100120768,ITM-005,Logic Chip,PCS,717,SUP-1003,Philippines/Manila
PO-99671,GRN100120769,ITM-001,High Precision Resistor,PCS,695,SUP-1004,Philippines/Manila
PO-99672,GRN100120770,ITM-002,Thermal Paste,TUB,1065,SUP-1004,Taiwan/Taipei
PO-99673,GRN100120771,ITM-003,Capacitor 100uF,PCS,1030,SUP-1004,Philippines/Manila
PO-99674,GRN100120772,ITM-004,Silicone Sealant,TUB,766,SUP-1004,Taiwan/Taipei
PO-99675,GRN100120773,ITM-005,Logic Chip,PCS,726,SUP-1004,Taiwan/Taipei
PO-99676,GRN100120774,ITM-001,High Precision Resistor,PCS,614,SUP-1005,US/New York
PO-99677,GRN100120775,ITM-002,Thermal Paste,TUB,498,SUP-1005,US/New York
PO-99678,GRN100120776,ITM-003,Capacitor 100uF,PCS,1602,SUP-1005,Philippines/Manila
PO-99679,GRN100120777,ITM-004,Silicone Sealant,TUB,1573,SUP-1005,US/New York
PO-99680,GRN100120778,ITM-005,Logic Chip,PCS,694,SUP-1005,US/New York
PO-99681,GRN100120779,ITM-001,High Precision Resistor,PCS,1289,SUP-1006,Philippines/Manila
PO-99682,GRN100120780,ITM-002,Thermal Paste,TUB,1576,SUP-1006,US/New York
PO-99683,GRN100120781,ITM-003,Capacitor 100uF,PCS,770,SUP-1006,Philippines/Manila
PO-99684,GRN100120782,ITM-004,Silicone Sealant,TUB,457,SUP-1006,Philippines/Manila
PO-99685,GRN100120783,ITM-005,Logic Chip,PCS,1834,SUP-1006,US/New York
PO-99686,GRN100120784,ITM-001,High Precision Resistor,PCS,1244,SUP-1007,Philippines/Manila
PO-99687,GRN100120785,ITM-002,Thermal Paste,TUB,1665,SUP-1007,US/New York
PO-99688,GRN100120786,ITM-003,Capacitor 100uF,PCS,715,SUP-1007,US/New York
PO-99689,GRN100120787,ITM-004,Silicone Sealant,TUB,1880,SUP-1007,Philippines/Manila
PO-99690,GRN100120788,ITM-005,Logic Chip,PCS,482,SUP-1007,Philippines/Manila
PO-99691,GRN100120789,ITM-001,High Precision Resistor,PCS,1422,SUP-1008,Taiwan/Taipei
PO-99692,GRN100120790,ITM-002,Thermal Paste,TUB,564,SUP-1008,Taiwan/Taipei
PO-99693,GRN100120791,ITM-003,Capacitor 100uF,PCS,1728,SUP-1008,Philippines/Manila
PO-99694,GRN100120792,ITM-004,Silicone Sealant,TUB,1137,SUP-1008,US/New York
PO-99695,GRN100120793,ITM-005,Logic Chip,PCS,649,SUP-1008,Taiwan/Taipei
PO-99696,GRN100120794,ITM-001,High Precision Resistor,PCS,766,SUP-1009,US/New York
PO-99697,GRN100120795,ITM-002,Thermal Paste,TUB,539,SUP-1009,Philippines/Manila
PO-99698,GRN100120796,ITM-003,Capacitor 100uF,PCS,1916,SUP-1009,Taiwan/Taipei
PO-99699,GRN100120797,ITM-004,Silicone Sealant,TUB,1670,SUP-1009,Taiwan/Taipei
PO-99700,GRN100120798,ITM-005,Logic Chip,PCS,918,SUP-1009,Taiwan/Taipei
PO-99701,GRN100120799,ITM-001,High Precision Resistor,PCS,1232,SUP-1010,Philippines/Manila
PO-99702,GRN100120800,ITM-002,Thermal Paste,TUB,1080,SUP-1010,Philippines/Manila
PO-99703,GRN100120801,ITM-003,Capacitor 100uF,PCS,1602,SUP-1010,Taiwan/Taipei
PO-99704,GRN100120802,ITM-004,Silicone Sealant,TUB,1393,SUP-1010,Taiwan/Taipei
PO-99705,GRN100120803,ITM-005,Logic Chip,PCS,1333,SUP-1010,Philippines/Manila
PO-99706,GRN100120804,ITM-001,High Precision Resistor,PCS,1796,SUP-1011,US/New York
PO-99707,GRN100120805,ITM-002,Thermal Paste,TUB,1148,SUP-1011,Philippines/Manila
PO-99708,GRN100120806,ITM-003,Capacitor 100uF,PCS,512,SUP-1011,Taiwan/Taipei
PO-99709,GRN100120807,ITM-004,Silicone Sealant,TUB,670,SUP-1011,Philippines/Manila
PO-99710,GRN100120808,ITM-005,Logic Chip,PCS,527,SUP-1011,Philippines/Manila
PO-99711,GRN100120809,ITM-001,High Precision Resistor,PCS,724,SUP-1012,Taiwan/Taipei
PO-99712,GRN100120810,ITM-002,Thermal Paste,TUB,528,SUP-1012,US/New York
PO-99713,GRN100120811,ITM-003,Capacitor 100uF,PCS,1953,SUP-1012,Taiwan/Taipei
PO-99714,GRN100120812,ITM-004,Silicone Sealant,TUB,542,SUP-1012,Philippines/Manila
PO-99715,GRN100120813,ITM-005,Logic Chip,PCS,718,SUP-1012,Taiwan/Taipei
PO-99716,GRN100120814,ITM-001,High Precision Resistor,PCS,661,SUP-1013,US/New York
PO-99717,GRN100120815,ITM-002,Thermal Paste,TUB,1033,SUP-1013,US/New York
PO-99718,GRN100120816,ITM-003,Capacitor 100uF,PCS,1475,SUP-1013,Taiwan/Taipei
PO-99719,GRN100120817,ITM-004,Silicone Sealant,TUB,931,SUP-1013,Philippines/Manila
PO-99720,GRN100120818,ITM-005,Logic Chip,PCS,1098,SUP-1013,Taiwan/Taipei
PO-99721,GRN100120819,ITM-001,High Precision Resistor,PCS,1400,SUP-1014,Taiwan/Taipei
PO-99722,GRN100120820,ITM-002,Thermal Paste,TUB,1367,SUP-1014,US/New York
PO-99723,GRN100120821,ITM-003,Capacitor 100uF,PCS,722,SUP-1014,Philippines/Manila
PO-99724,GRN100120822,ITM-004,Silicone Sealant,TUB,1741,SUP-1014,Philippines/Manila
PO-99725,GRN100120823,ITM-005,Logic Chip,PCS,1236,SUP-1014,US/New York
PO-99726,GRN100120824,ITM-001,High Precision Resistor,PCS,1244,SUP-1015,Philippines/Manila
PO-99727,GRN100120825,ITM-002,Thermal Paste,TUB,1078,SUP-1015,Philippines/Manila
PO-99728,GRN100120826,ITM-003,Capacitor 100uF,PCS,1330,SUP-1015,Taiwan/Taipei
PO-99729,GRN100120827,ITM-004,Silicone Sealant,TUB,1139,SUP-1015,Philippines/Manila
PO-99730,GRN100120828,ITM-005,Logic Chip,PCS,769,SUP-1015,US/New York
PO-99731,GRN100120829,ITM-001,High Precision Resistor,PCS,1500,SUP-1016,US/New York
PO-99732,GRN100120830,ITM-002,Thermal Paste,TUB,1578,SUP-1016,Taiwan/Taipei
PO-99733,GRN100120831,ITM-003,Capacitor 100uF,PCS,837,SUP-1016,Taiwan/Taipei
PO-99734,GRN100120832,ITM-004,Silicone Sealant,TUB,1367,SUP-1016,US/New York
PO-99735,GRN100120833,ITM-005,Logic Chip,PCS,1720,SUP-1016,Philippines/Manila
PO-99736,GRN100120834,ITM-001,High Precision Resistor,PCS,1103,SUP-1017,Taiwan/Taipei
PO-99737,GRN100120835,ITM-002,Thermal Paste,TUB,1057,SUP-1017,Taiwan/Taipei
PO-99738,GRN100120836,ITM-003,Capacitor 100uF,PCS,1143,SUP-1017,Philippines/Manila
PO-99739,GRN100120837,ITM-004,Silicone Sealant,TUB,842,SUP-1017,Taiwan/Taipei
PO-99740,GRN100120838,ITM-005,Logic Chip,PCS,1212,SUP-1017,Philippines/Manila
PO-99741,GRN100120839,ITM-001,High Precision Resistor,PCS,1480,SUP-1018,US/New York
PO-99742,GRN100120840,ITM-002,Thermal Paste,TUB,805,SUP-1018,Taiwan/Taipei
PO-99743,GRN100120841,ITM-003,Capacitor 100uF,PCS,1003,SUP-1018,Taiwan/Taipei
PO-99744,GRN100120842,ITM-004,Silicone Sealant,TUB,1191,SUP-1018,Philippines/Manila
PO-99745,GRN100120843,ITM-005,Logic Chip,PCS,1781,SUP-1018,Taiwan/Taipei
PO-99746,GRN100120844,ITM-001,High Precision Resistor,PCS,528,SUP-1019,US/New York
PO-99747,GRN100120845,ITM-002,Thermal Paste,TUB,1425,SUP-1019,Philippines/Manila
PO-99748,GRN100120846,ITM-003,Capacitor 100uF,PCS,1652,SUP-1019,US/New York
PO-99749,GRN100120847,ITM-004,Silicone Sealant,TUB,1603,SUP-1019,US/New York
PO-99750,GRN100120848,ITM-005,Logic Chip,PCS,853,SUP-1019,Taiwan/Taipei
PO-99751,GRN100120849,ITM-001,High Precision Resistor,PCS,1523,SUP-1020,US/New York
PO-99752,GRN100120850,ITM-002,Thermal Paste,TUB,1526,SUP-1020,Philippines/Manila
PO-99753,GRN100120851,ITM-003,Capacitor 100uF,PCS,1224,SUP-1020,US/New York
PO-99754,GRN100120852,ITM-004,Silicone Sealant,TUB,794,SUP-1020,Philippines/Manila
PO-99755,GRN100120853,ITM-005,Logic Chip,PCS,848,SUP-1020,US/New York
PO-99756,GRN100120854,ITM-001,High Precision Resistor,PCS,1153,SUP-1021,US/New York
PO-99757,GRN100120855,ITM-002,Thermal Paste,TUB,569,SUP-1021,US/New York
PO-99758,GRN100120856,ITM-003,Capacitor 100uF,PCS,1285,SUP-1021,US/New York
PO-99759,GRN100120857,ITM-004,Silicone Sealant,TUB,1022,SUP-1021,Philippines/Manila
PO-99760,GRN100120858,ITM-005,Logic Chip,PCS,1244,SUP-1021,US/New York
PO-99761,GRN100120859,ITM-001,High Precision Resistor,PCS,1603,SUP-1022,Philippines/Manila
PO-99762,GRN100120860,ITM-002,Thermal Paste,TUB,1898,SUP-1022,US/New York
PO-99763,GRN100120861,ITM-003,Capacitor 100uF,PCS,916,SUP-1022,Taiwan/Taipei
PO-99764,GRN100120862,ITM-004,Silicone Sealant,TUB,750,SUP-1022,Philippines/Manila
PO-99765,GRN100120863,ITM-005,Logic Chip,PCS,1383,SUP-1022,Taiwan/Taipei
PO-99766,GRN100120864,ITM-001,High Precision Resistor,PCS,562,SUP-1023,Taiwan/Taipei
PO-99767,GRN100120865,ITM-002,Thermal Paste,TUB,1830,SUP-1023,US/New York
PO-99768,GRN100120866,ITM-003,Capacitor 100uF,PCS,1365,SUP-1023,Taiwan/Taipei
PO-99769,GRN100120867,ITM-004,Silicone Sealant,TUB,582,SUP-1023,Taiwan/Taipei
PO-99770,GRN100120868,ITM-005,Logic Chip,PCS,955,SUP-1023,Philippines/Manila
PO-99771,GRN100120869,ITM-001,High Precision Resistor,PCS,936,SUP-1024,Taiwan/Taipei
PO-99772,GRN100120870,ITM-002,Thermal Paste,TUB,817,SUP-1024,Philippines/Manila
PO-99773,GRN100120871,ITM-003,Capacitor 100uF,PCS,1416,SUP-1024,Taiwan/Taipei
PO-99774,GRN100120872,ITM-004,Silicone Sealant,TUB,745,SUP-1024,Taiwan/Taipei
PO-99775,GRN100120873,ITM-005,Logic Chip,PCS,821,SUP-1024,Taiwan/Taipei
PO-99776,GRN100120874,ITM-001,High Precision Resistor,PCS,729,SUP-1025,Philippines/Manila
PO-99777,GRN100120875,ITM-002,Thermal Paste,TUB,1113,SUP-1025,US/New York
PO-99778,GRN100120876,ITM-003,Capacitor 100uF,PCS,1466,SUP-1025,Philippines/Manila
PO-99779,GRN100120877,ITM-004,Silicone Sealant,TUB,1445,SUP-1025,Philippines/Manila
PO-99780,GRN100120878,ITM-005,Logic Chip,PCS,740,SUP-1025,US/New York
PO-99781,GRN100120879,ITM-001,High Precision Resistor,PCS,1012,SUP-1026,Taiwan/Taipei
PO-99782,GRN100120880,ITM-002,Thermal Paste,TUB,1716,SUP-1026,Taiwan/Taipei
PO-99783,GRN100120881,ITM-003,Capacitor 100uF,PCS,964,SUP-1026,US/New York
PO-99784,GRN100120882,ITM-004,Silicone Sealant,TUB,1152,SUP-1026,Taiwan/Taipei
PO-99785,GRN100120883,ITM-005,Logic Chip,PCS,954,SUP-1026,Philippines/Manila
PO-99786,GRN100120884,ITM-001,High Precision Resistor,PCS,771,SUP-1027,Taiwan/Taipei
PO-99787,GRN100120885,ITM-002,Thermal Paste,TUB,1827,SUP-1027,Philippines/Manila
PO-99788,GRN100120886,ITM-003,Capacitor 100uF,PCS,1388,SUP-1027,US/New York
PO-99789,GRN100120887,ITM-004,Silicone Sealant,TUB,592,SUP-1027,Taiwan/Taipei
PO-99790,GRN100120888,ITM-005,Logic Chip,PCS,1676,SUP-1027,US/New York
PO-99791,GRN100120889,ITM-001,High Precision Resistor,PCS,521,SUP-1028,Philippines/Manila
PO-99792,GRN100120890,ITM-002,Thermal Paste,TUB,1283,SUP-1028,US/New York
PO-99793,GRN100120891,ITM-003,Capacitor 100uF,PCS,1420,SUP-1028,Philippines/Manila
PO-99794,GRN100120892,ITM-004,Silicone Sealant,TUB,895,SUP-1028,Taiwan/Taipei
PO-99795,GRN100120893,ITM-005,Logic Chip,PCS,482,SUP-1028,Philippines/Manila
PO-99796,GRN100120894,ITM-001,High Precision Resistor,PCS,1614,SUP-1029,US/New York
PO-99797,GRN100120895,ITM-002,Thermal Paste,TUB,1818,SUP-1029,Taiwan/Taipei
PO-99798,GRN100120896,ITM-003,Capacitor 100uF,PCS,659,SUP-1029,Taiwan/Taipei
PO-99799,GRN100120897,ITM-004,Silicone Sealant,TUB,1398,SUP-1029,US/New York
PO-99800,GRN100120898,ITM-005,Logic Chip,PCS,768,SUP-1029,Taiwan/Taipei
PO-99801,GRN100120899,ITM-001,High Precision Resistor,PCS,730,SUP-1030,Taiwan/Taipei
PO-99802,GRN100120900,ITM-002,Thermal Paste,TUB,766,SUP-1030,Taiwan/Taipei
PO-99803,GRN100120901,ITM-003,Capacitor 100uF,PCS,1656,SUP-1030,US/New York
PO-99804,GRN100120902,ITM-004,Silicone Sealant,TUB,548,SUP-1030,Taiwan/Taipei
PO-99805,GRN100120903,ITM-005,Logic Chip,PCS,1417,SUP-1030,Philippines/Manila
PO-99806,GRN100120904,ITM-001,High Precision Resistor,PCS,467,SUP-1031,Philippines/Manila
PO-99807,GRN100120905,ITM-002,Thermal Paste,TUB,1511,SUP-1031,Philippines/Manila
PO-99808,GRN100120906,ITM-003,Capacitor 100uF,PCS,700,SUP-1031,Philippines/Manila
PO-99809,GRN100120907,ITM-004,Silicone Sealant,TUB,971,SUP-1031,US/New York
PO-99810,GRN100120908,ITM-005,Logic Chip,PCS,908,SUP-1031,Philippines/Manila
PO-99811,GRN100120909,ITM-001,High Precision Resistor,PCS,1033,SUP-1032,Philippines/Manila
PO-99812,GRN100120910,ITM-002,Thermal Paste,TUB,1728,SUP-1032,Taiwan/Taipei
PO-99813,GRN100120911,ITM-003,Capacitor 100uF,PCS,1326,SUP-1032,Philippines/Manila
PO-99814,GRN100120912,ITM-004,Silicone Sealant,TUB,824,SUP-1032,US/New York
PO-99815,GRN100120913,ITM-005,Logic Chip,PCS,1734,SUP-1032,US/New York
PO-99816,GRN100120914,ITM-001,High Precision Resistor,PCS,1723,SUP-1033,Philippines/Manila
PO-99817,GRN100120915,ITM-002,Thermal Paste,TUB,1820,SUP-1033,Taiwan/Taipei
PO-99818,GRN100120916,ITM-003,Capacitor 100uF,PCS,1485,SUP-1033,Taiwan/Taipei
PO-99819,GRN100120917,ITM-004,Silicone Sealant,TUB,1811,SUP-1033,US/New York
PO-99820,GRN100120918,ITM-005,Logic Chip,PCS,1489,SUP-1033,US/New York
PO-99821,GRN100120919,ITM-001,High Precision Resistor,PCS,1420,SUP-1034,Taiwan/Taipei
PO-99822,GRN100120920,ITM-002,Thermal Paste,TUB,1431,SUP-1034,US/New York
PO-99823,GRN100120921,ITM-003,Capacitor 100uF,PCS,1270,SUP-1034,Taiwan/Taipei
PO-99824,GRN100120922,ITM-004,Silicone Sealant,TUB,1155,SUP-1034,Taiwan/Taipei
PO-99825,GRN100120923,ITM-005,Logic Chip,PCS,873,SUP-1034,Taiwan/Taipei
PO-99826,GRN100120924,ITM-001,High Precision Resistor,PCS,572,SUP-1035,Taiwan/Taipei
PO-99827,GRN100120925,ITM-002,Thermal Paste,TUB,1688,SUP-1035,Taiwan/Taipei
PO-99828,GRN100120926,ITM-003,Capacitor 100uF,PCS,1886,SUP-1035,Taiwan/Taipei
PO-99829,GRN100120927,ITM-004,Silicone Sealant,TUB,603,SUP-1035,US/New York
PO-99830,GRN100120928,ITM-005,Logic Chip,PCS,1039,SUP-1035,US/New York
PO-99831,GRN100120929,ITM-001,High Precision Resistor,PCS,616,SUP-1036,US/New York
PO-99832,GRN100120930,ITM-002,Thermal Paste,TUB,1235,SUP-1036,Taiwan/Taipei
PO-99833,GRN100120931,ITM-003,Capacitor 100uF,PCS,1053,SUP-1036,US/New York
PO-99834,GRN100120932,ITM-004,Silicone Sealant,TUB,1244,SUP-1036,US/New York
PO-99835,GRN100120933,ITM-005,Logic Chip,PCS,1342,SUP-1036,US/New York
